nucleus,Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Collection,Image,Surfaces,Time,Unnamed: 17
ABar,Intensity Max,480,480,480,0,480,480,480,480,1,,Surface,1,,Image 1,,72,
ABar,Intensity Max,325,325,325,0,325,325,325,325,1,,Surface,1,,Image 1,,73,
ABar,Intensity Max,435,435,435,0,435,435,435,435,1,,Surface,1,,Image 1,,74,
ABar,Intensity Max,320,320,320,0,320,320,320,320,1,,Surface,1,,Image 1,,75,
ABar,Intensity Max,293,293,293,0,293,293,293,293,1,,Surface,1,,Image 1,,76,
ABar,Intensity Max,386,386,386,0,386,386,386,386,1,,Surface,1,,Image 1,,77,
ABar,Intensity Max,327,327,327,0,327,327,327,327,1,,Surface,1,,Image 1,,78,
ABar,Intensity Max,338,338,338,0,338,338,338,338,1,,Surface,1,,Image 1,,79,
ABar,Intensity Max,385,385,385,0,385,385,385,385,1,,Surface,1,,Image 1,,80,
ABar,Intensity Max,284,284,284,0,284,284,284,284,1,,Surface,1,,Image 1,,81,
ABar,Intensity Max,347,347,347,0,347,347,347,347,1,,Surface,1,,Image 1,,82,
ABar,Intensity Max,437,437,437,0,437,437,437,437,1,,Surface,1,,Image 1,,83,
ABar,Intensity Max,367,367,367,0,367,367,367,367,1,,Surface,1,,Image 1,,84,
ABar,Intensity Max,322,322,322,0,322,322,322,322,1,,Surface,1,,Image 1,,85,
ABar,Intensity Max,386,386,386,0,386,386,386,386,1,,Surface,1,,Image 1,,86,
ABar,Intensity Max,372,372,372,0,372,372,372,372,1,,Surface,1,,Image 1,,87,
ABar,Intensity Max,376,376,376,0,376,376,376,376,1,,Surface,1,,Image 1,,88,
ABar,Intensity Max,363,363,363,0,363,363,363,363,1,,Surface,1,,Image 1,,89,
ABar,Intensity Max,340,340,340,0,340,340,340,340,1,,Surface,1,,Image 1,,90,
ABar,Intensity Max,389,389,389,0,389,389,389,389,1,,Surface,1,,Image 1,,91,
ABar,Intensity Max,376,376,376,0,376,376,376,376,1,,Surface,1,,Image 1,,92,
ABar,Intensity Max,406,406,406,0,406,406,406,406,1,,Surface,1,,Image 1,,93,
ABar,Intensity Max,377,377,377,0,377,377,377,377,1,,Surface,1,,Image 1,,94,
ABar,Intensity Max,432,432,432,0,432,432,432,432,1,,Surface,1,,Image 1,,95,
ABar,Intensity Max,407,407,407,0,407,407,407,407,1,,Surface,1,,Image 1,,96,
ABar,Intensity Max,294,294,294,0,294,294,294,294,1,,Surface,1,,Image 1,,97,
ABar,Intensity Max,305,305,305,0,305,305,305,305,1,,Surface,1,,Image 1,,98,
ABar,Intensity Max,395,395,395,0,395,395,395,395,1,,Surface,1,,Image 1,,99,
ABar,Intensity Max,334,334,334,0,334,334,334,334,1,,Surface,1,,Image 1,,100,
ABar,Intensity Max,326,326,326,0,326,326,326,326,1,,Surface,1,,Image 1,,101,
ABar,Intensity Max,358,358,358,0,358,358,358,358,1,,Surface,1,,Image 1,,102,
ABar,Intensity Max,292,292,292,0,292,292,292,292,1,,Surface,1,,Image 1,,103,
ABar,Intensity Max,337,337,337,0,337,337,337,337,1,,Surface,1,,Image 1,,104,
ABar,Intensity Max,247,247,247,0,247,247,247,247,1,,Surface,1,,Image 1,,105,
ABar,Intensity Max,289,289,289,0,289,289,289,289,1,,Surface,1,,Image 1,,106,
ABar,Intensity Max,206,206,206,0,206,206,206,206,1,,Surface,1,,Image 1,,107,
ABar,Intensity Max,185,185,185,0,185,185,185,185,1,,Surface,1,,Image 1,,108,
ABar,Intensity Max,224,224,224,0,224,224,224,224,1,,Surface,1,,Image 1,,109,
ABar,Intensity Max,230,230,230,0,230,230,230,230,1,,Surface,1,,Image 1,,110,
ABar,Intensity Max,218,218,218,0,218,218,218,218,1,,Surface,1,,Image 1,,111,
ABar,Intensity Max,264,264,264,0,264,264,264,264,1,,Surface,1,,Image 1,,112,
ABar,Intensity Max,208,208,208,0,208,208,208,208,1,,Surface,1,,Image 1,,113,
ABar,Intensity Max,161,161,161,0,161,161,161,161,1,,Surface,1,,Image 1,,114,
ABar,Intensity Max,166,166,166,0,166,166,166,166,1,,Surface,1,,Image 1,,115,
ABar,Intensity Max,159,159,159,0,159,159,159,159,1,,Surface,1,,Image 1,,116,
ABar,Intensity Max,170,170,170,0,170,170,170,170,1,,Surface,1,,Image 1,,117,
ABar,Intensity Max,159,159,159,0,159,159,159,159,1,,Surface,1,,Image 1,,118,
ABar,Intensity Max,156,156,156,0,156,156,156,156,1,,Surface,1,,Image 1,,119,
ABar,Intensity Max,173,173,173,0,173,173,173,173,1,,Surface,1,,Image 1,,121,
ABar,Intensity Max,169,169,169,0,169,169,169,169,1,,Surface,1,,Image 1,,122,
ABar,Intensity Max,148,148,148,0,148,148,148,148,1,,Surface,1,,Image 1,,123,
ABar,Intensity Max,160,160,160,0,160,160,160,160,1,,Surface,1,,Image 1,,124,
ABar,Intensity Max,186,186,186,0,186,186,186,186,1,,Surface,1,,Image 1,,125,
ABar,Intensity Max,156,156,156,0,156,156,156,156,1,,Surface,1,,Image 1,,126,
ABar,Intensity Max,165,165,165,0,165,165,165,165,1,,Surface,1,,Image 1,,127,
ABar,Intensity Max,152,152,152,0,152,152,152,152,1,,Surface,1,,Image 1,,128,
ABar,Intensity Max,157,157,157,0,157,157,157,157,1,,Surface,1,,Image 1,,130,
ABar,Intensity Max,153,153,153,0,153,153,153,153,1,,Surface,1,,Image 1,,131,
ABar,Intensity Max,157,157,157,0,157,157,157,157,1,,Surface,1,,Image 1,,132,
ABar,Intensity Max,149,149,149,0,149,149,149,149,1,,Surface,1,,Image 1,,133,
ABar,Intensity Max,159,159,159,0,159,159,159,159,1,,Surface,1,,Image 1,,134,
ABar,Intensity Max,167,167,167,0,167,167,167,167,1,,Surface,1,,Image 1,,135,
ABar,Intensity Max,160,160,160,0,160,160,160,160,1,,Surface,1,,Image 1,,136,
ABar,Intensity Max,166,166,166,0,166,166,166,166,1,,Surface,1,,Image 1,,138,
ABar,Intensity Max,170,170,170,0,170,170,170,170,1,,Surface,1,,Image 1,,139,
ABar,Intensity Max,163,163,163,0,163,163,163,163,1,,Surface,1,,Image 1,,140,
ABar,Intensity Max,161,161,161,0,161,161,161,161,1,,Surface,1,,Image 1,,141,
ABar,Intensity Max,154,154,154,0,154,154,154,154,1,,Surface,1,,Image 1,,142,
ABar,Intensity Max,157,157,157,0,157,157,157,157,1,,Surface,1,,Image 1,,143,
ABar,Intensity Max,157,157,157,0,157,157,157,157,1,,Surface,1,,Image 1,,144,
ABar,Intensity Max,153,153,153,0,153,153,153,153,1,,Surface,1,,Image 1,,145,
ABar,Intensity Max,166,166,166,0,166,166,166,166,1,,Surface,1,,Image 1,,146,
ABar,Intensity Max,153,153,153,0,153,153,153,153,1,,Surface,1,,Image 1,,147,
ABar,Intensity Max,161,161,161,0,161,161,161,161,1,,Surface,1,,Image 1,,149,
ABar,Intensity Max,162,162,162,0,162,162,162,162,1,,Surface,1,,Image 1,,150,
,,,,,,,,,,,,,,,,,,
ABpr,Intensity Max,196,196,196,0,196,196,196,196,1,,Surface,1,,Image 1,,41,
ABpr,Intensity Max,189,189,189,0,189,189,189,189,1,,Surface,1,,Image 1,,42,
ABpr,Intensity Max,218,218,218,0,218,218,218,218,1,,Surface,1,,Image 1,,43,
ABpr,Intensity Max,213,213,213,0,213,213,213,213,1,,Surface,1,,Image 1,,44,
ABpr,Intensity Max,233,233,233,0,233,233,233,233,1,,Surface,1,,Image 1,,45,
ABpr,Intensity Max,370,370,370,0,370,370,370,370,1,,Surface,1,,Image 1,,46,
ABpr,Intensity Max,688,688,688,0,688,688,688,688,1,,Surface,1,,Image 1,,47,
ABpr,Intensity Max,717,717,717,0,717,717,717,717,1,,Surface,1,,Image 1,,48,
ABpr,Intensity Max,636,636,636,0,636,636,636,636,1,,Surface,1,,Image 1,,49,
ABpr,Intensity Max,891,891,891,0,891,891,891,891,1,,Surface,1,,Image 1,,50,
ABpr,Intensity Max,592,592,592,0,592,592,592,592,1,,Surface,1,,Image 1,,51,
ABpr,Intensity Max,622,622,622,0,622,622,622,622,1,,Surface,1,,Image 1,,52,
ABpr,Intensity Max,730,730,730,0,730,730,730,730,1,,Surface,1,,Image 1,,53,
ABpr,Intensity Max,819,819,819,0,819,819,819,819,1,,Surface,1,,Image 1,,54,
ABpr,Intensity Max,924,924,924,0,924,924,924,924,1,,Surface,1,,Image 1,,55,
ABpr,Intensity Max,905,905,905,0,905,905,905,905,1,,Surface,1,,Image 1,,56,
ABpr,Intensity Max,1020,1020,1020,0,1020,1020,1020,1020,1,,Surface,1,,Image 1,,57,
ABpr,Intensity Max,1004,1004,1004,0,1004,1004,1004,1004,1,,Surface,1,,Image 1,,58,
ABpr,Intensity Max,797,797,797,0,797,797,797,797,1,,Surface,1,,Image 1,,59,
ABpr,Intensity Max,1232,1232,1232,0,1232,1232,1232,1232,1,,Surface,1,,Image 1,,60,
ABpr,Intensity Max,1009,1009,1009,0,1009,1009,1009,1009,1,,Surface,1,,Image 1,,61,
ABpr,Intensity Max,848,848,848,0,848,848,848,848,1,,Surface,1,,Image 1,,62,
ABpr,Intensity Max,1109,1109,1109,0,1109,1109,1109,1109,1,,Surface,1,,Image 1,,63,
ABpr,Intensity Max,1016,1016,1016,0,1016,1016,1016,1016,1,,Surface,1,,Image 1,,64,
ABpr,Intensity Max,1109,1109,1109,0,1109,1109,1109,1109,1,,Surface,1,,Image 1,,65,
ABpr,Intensity Max,1175,1175,1175,0,1175,1175,1175,1175,1,,Surface,1,,Image 1,,66,
ABpr,Intensity Max,1066,1066,1066,0,1066,1066,1066,1066,1,,Surface,1,,Image 1,,67,
ABpr,Intensity Max,1127,1127,1127,0,1127,1127,1127,1127,1,,Surface,1,,Image 1,,68,
ABpr,Intensity Max,748,748,748,0,748,748,748,748,1,,Surface,1,,Image 1,,69,
ABpr,Intensity Max,679,679,679,0,679,679,679,679,1,,Surface,1,,Image 1,,70,
ABpr,Intensity Max,419,419,419,0,419,419,419,419,1,,Surface,1,,Image 1,,71,
ABpr,Intensity Max,338,338,338,0,338,338,338,338,1,,Surface,1,,Image 1,,72,
ABpr,Intensity Max,222,222,222,0,222,222,222,222,1,,Surface,1,,Image 1,,73,
ABpr,Intensity Max,241,241,241,0,241,241,241,241,1,,Surface,1,,Image 1,,74,
ABpr,Intensity Max,261,261,261,0,261,261,261,261,1,,Surface,1,,Image 1,,75,
ABpr,Intensity Max,267,267,267,0,267,267,267,267,1,,Surface,1,,Image 1,,76,
ABpr,Intensity Max,239,239,239,0,239,239,239,239,1,,Surface,1,,Image 1,,77,
ABpr,Intensity Max,231,231,231,0,231,231,231,231,1,,Surface,1,,Image 1,,78,
ABpr,Intensity Max,253,253,253,0,253,253,253,253,1,,Surface,1,,Image 1,,79,
ABpr,Intensity Max,207,207,207,0,207,207,207,207,1,,Surface,1,,Image 1,,80,
ABpr,Intensity Max,241,241,241,0,241,241,241,241,1,,Surface,1,,Image 1,,81,
ABpr,Intensity Max,228,228,228,0,228,228,228,228,1,,Surface,1,,Image 1,,82,
ABpr,Intensity Max,206,206,206,0,206,206,206,206,1,,Surface,1,,Image 1,,83,
ABpr,Intensity Max,223,223,223,0,223,223,223,223,1,,Surface,1,,Image 1,,84,
ABpr,Intensity Max,220,220,220,0,220,220,220,220,1,,Surface,1,,Image 1,,85,
ABpr,Intensity Max,187,187,187,0,187,187,187,187,1,,Surface,1,,Image 1,,86,
ABpr,Intensity Max,211,211,211,0,211,211,211,211,1,,Surface,1,,Image 1,,87,
ABpr,Intensity Max,209,209,209,0,209,209,209,209,1,,Surface,1,,Image 1,,88,
ABpr,Intensity Max,221,221,221,0,221,221,221,221,1,,Surface,1,,Image 1,,89,
ABpr,Intensity Max,201,201,201,0,201,201,201,201,1,,Surface,1,,Image 1,,90,
ABpr,Intensity Max,263,263,263,0,263,263,263,263,1,,Surface,1,,Image 1,,91,
ABpr,Intensity Max,222,222,222,0,222,222,222,222,1,,Surface,1,,Image 1,,92,
ABpr,Intensity Max,217,217,217,0,217,217,217,217,1,,Surface,1,,Image 1,,93,
ABpr,Intensity Max,202,202,202,0,202,202,202,202,1,,Surface,1,,Image 1,,94,
ABpr,Intensity Max,221,221,221,0,221,221,221,221,1,,Surface,1,,Image 1,,95,
ABpr,Intensity Max,201,201,201,0,201,201,201,201,1,,Surface,1,,Image 1,,96,
ABpr,Intensity Max,215,215,215,0,215,215,215,215,1,,Surface,1,,Image 1,,97,
ABpr,Intensity Max,198,198,198,0,198,198,198,198,1,,Surface,1,,Image 1,,98,
ABpr,Intensity Max,219,219,219,0,219,219,219,219,1,,Surface,1,,Image 1,,99,
ABpr,Intensity Max,252,252,252,0,252,252,252,252,1,,Surface,1,,Image 1,,100,
ABpr,Intensity Max,185,185,185,0,185,185,185,185,1,,Surface,1,,Image 1,,101,
,,,,,,,,,,,,,,,,,,
MS,Intensity Max,231,231,231,0,231,231,231,231,1,,Surface,1,,Image 1,,47,
MS,Intensity Max,301,301,301,0,301,301,301,301,1,,Surface,1,,Image 1,,48,
MS,Intensity Max,371,371,371,0,371,371,371,371,1,,Surface,1,,Image 1,,49,
MS,Intensity Max,304,304,304,0,304,304,304,304,1,,Surface,1,,Image 1,,50,
MS,Intensity Max,275,275,275,0,275,275,275,275,1,,Surface,1,,Image 1,,51,
MS,Intensity Max,259,259,259,0,259,259,259,259,1,,Surface,1,,Image 1,,52,
MS,Intensity Max,240,240,240,0,240,240,240,240,1,,Surface,1,,Image 1,,53,
,,,,,,,,,,,,,,,,,,
E,Intensity Max,251,251,251,0,251,251,251,251,1,,Surface,1,,Image 1,,46,
E,Intensity Max,528,528,528,0,528,528,528,528,1,,Surface,1,,Image 1,,47,
E,Intensity Max,864,864,864,0,864,864,864,864,1,,Surface,1,,Image 1,,48,
E,Intensity Max,1194,1194,1194,0,1194,1194,1194,1194,1,,Surface,1,,Image 1,,49,
E,Intensity Max,1302,1302,1302,0,1302,1302,1302,1302,1,,Surface,1,,Image 1,,50,
E,Intensity Max,1316,1316,1316,0,1316,1316,1316,1316,1,,Surface,1,,Image 1,,51,
E,Intensity Max,540,540,540,0,540,540,540,540,1,,Surface,1,,Image 1,,52,
E,Intensity Max,890,890,890,0,890,890,890,890,1,,Surface,1,,Image 1,,53,
E,Intensity Max,481,481,481,0,481,481,481,481,1,,Surface,1,,Image 1,,54,
E,Intensity Max,362,362,362,0,362,362,362,362,1,,Surface,1,,Image 1,,55,
E,Intensity Max,459,459,459,0,459,459,459,459,1,,Surface,1,,Image 1,,56,
E,Intensity Max,395,395,395,0,395,395,395,395,1,,Surface,1,,Image 1,,57,
E,Intensity Max,380,380,380,0,380,380,380,380,1,,Surface,1,,Image 1,,58,
E,Intensity Max,463,463,463,0,463,463,463,463,1,,Surface,1,,Image 1,,59,
E,Intensity Max,551,551,551,0,551,551,551,551,1,,Surface,1,,Image 1,,60,
E,Intensity Max,531,531,531,0,531,531,531,531,1,,Surface,1,,Image 1,,61,
E,Intensity Max,477,477,477,0,477,477,477,477,1,,Surface,1,,Image 1,,62,
E,Intensity Max,498,498,498,0,498,498,498,498,1,,Surface,1,,Image 1,,63,
E,Intensity Max,720,720,720,0,720,720,720,720,1,,Surface,1,,Image 1,,64,
E,Intensity Max,811,811,811,0,811,811,811,811,1,,Surface,1,,Image 1,,65,
E,Intensity Max,481,481,481,0,481,481,481,481,1,,Surface,1,,Image 1,,66,
E,Intensity Max,459,459,459,0,459,459,459,459,1,,Surface,1,,Image 1,,67,
E,Intensity Max,456,456,456,0,456,456,456,456,1,,Surface,1,,Image 1,,68,
E,Intensity Max,503,503,503,0,503,503,503,503,1,,Surface,1,,Image 1,,69,
E,Intensity Max,396,396,396,0,396,396,396,396,1,,Surface,1,,Image 1,,70,
E,Intensity Max,451,451,451,0,451,451,451,451,1,,Surface,1,,Image 1,,71,
E,Intensity Max,362,362,362,0,362,362,362,362,1,,Surface,1,,Image 1,,72,
E,Intensity Max,492,492,492,0,492,492,492,492,1,,Surface,1,,Image 1,,73,
E,Intensity Max,515,515,515,0,515,515,515,515,1,,Surface,1,,Image 1,,74,
E,Intensity Max,621,621,621,0,621,621,621,621,1,,Surface,1,,Image 1,,75,
E,Intensity Max,599,599,599,0,599,599,599,599,1,,Surface,1,,Image 1,,76,
E,Intensity Max,481,481,481,0,481,481,481,481,1,,Surface,1,,Image 1,,77,
E,Intensity Max,427,427,427,0,427,427,427,427,1,,Surface,1,,Image 1,,78,
E,Intensity Max,409,409,409,0,409,409,409,409,1,,Surface,1,,Image 1,,79,
E,Intensity Max,455,455,455,0,455,455,455,455,1,,Surface,1,,Image 1,,80,
E,Intensity Max,447,447,447,0,447,447,447,447,1,,Surface,1,,Image 1,,81,
E,Intensity Max,386,386,386,0,386,386,386,386,1,,Surface,1,,Image 1,,82,
E,Intensity Max,360,360,360,0,360,360,360,360,1,,Surface,1,,Image 1,,83,
E,Intensity Max,393,393,393,0,393,393,393,393,1,,Surface,1,,Image 1,,84,
E,Intensity Max,368,368,368,0,368,368,368,368,1,,Surface,1,,Image 1,,85,
E,Intensity Max,583,583,583,0,583,583,583,583,1,,Surface,1,,Image 1,,86,
E,Intensity Max,403,403,403,0,403,403,403,403,1,,Surface,1,,Image 1,,87,
E,Intensity Max,460,460,460,0,460,460,460,460,1,,Surface,1,,Image 1,,88,
E,Intensity Max,355,355,355,0,355,355,355,355,1,,Surface,1,,Image 1,,89,
E,Intensity Max,452,452,452,0,452,452,452,452,1,,Surface,1,,Image 1,,90,
E,Intensity Max,413,413,413,0,413,413,413,413,1,,Surface,1,,Image 1,,91,
E,Intensity Max,388,388,388,0,388,388,388,388,1,,Surface,1,,Image 1,,92,
E,Intensity Max,319,319,319,0,319,319,319,319,1,,Surface,1,,Image 1,,93,
E,Intensity Max,548,548,548,0,548,548,548,548,1,,Surface,1,,Image 1,,94,
E,Intensity Max,343,343,343,0,343,343,343,343,1,,Surface,1,,Image 1,,95,
E,Intensity Max,317,317,317,0,317,317,317,317,1,,Surface,1,,Image 1,,96,
E,Intensity Max,285,285,285,0,285,285,285,285,1,,Surface,1,,Image 1,,97,
E,Intensity Max,303,303,303,0,303,303,303,303,1,,Surface,1,,Image 1,,98,
E,Intensity Max,359,359,359,0,359,359,359,359,1,,Surface,1,,Image 1,,99,
E,Intensity Max,334,334,334,0,334,334,334,334,1,,Surface,1,,Image 1,,100,
E,Intensity Max,330,330,330,0,330,330,330,330,1,,Surface,1,,Image 1,,101,
E,Intensity Max,380,380,380,0,380,380,380,380,1,,Surface,1,,Image 1,,102,
E,Intensity Max,331,331,331,0,331,331,331,331,1,,Surface,1,,Image 1,,103,
E,Intensity Max,335,335,335,0,335,335,335,335,1,,Surface,1,,Image 1,,104,
E,Intensity Max,296,296,296,0,296,296,296,296,1,,Surface,1,,Image 1,,105,
E,Intensity Max,339,339,339,0,339,339,339,339,1,,Surface,1,,Image 1,,106,
E,Intensity Max,345,345,345,0,345,345,345,345,1,,Surface,1,,Image 1,,107,
E,Intensity Max,360,360,360,0,360,360,360,360,1,,Surface,1,,Image 1,,108,
E,Intensity Max,385,385,385,0,385,385,385,385,1,,Surface,1,,Image 1,,109,
E,Intensity Max,300,300,300,0,300,300,300,300,1,,Surface,1,,Image 1,,110,
E,Intensity Max,349,349,349,0,349,349,349,349,1,,Surface,1,,Image 1,,111,
E,Intensity Max,309,309,309,0,309,309,309,309,1,,Surface,1,,Image 1,,112,
E,Intensity Max,321,321,321,0,321,321,321,321,1,,Surface,1,,Image 1,,113,
E,Intensity Max,331,331,331,0,331,331,331,331,1,,Surface,1,,Image 1,,114,
E,Intensity Max,377,377,377,0,377,377,377,377,1,,Surface,1,,Image 1,,115,
E,Intensity Max,362,362,362,0,362,362,362,362,1,,Surface,1,,Image 1,,116,
E,Intensity Max,327,327,327,0,327,327,327,327,1,,Surface,1,,Image 1,,117,
E,Intensity Max,357,357,357,0,357,357,357,357,1,,Surface,1,,Image 1,,118,
E,Intensity Max,364,364,364,0,364,364,364,364,1,,Surface,1,,Image 1,,119,
E,Intensity Max,293,293,293,0,293,293,293,293,1,,Surface,1,,Image 1,,120,
E,Intensity Max,329,329,329,0,329,329,329,329,1,,Surface,1,,Image 1,,121,
E,Intensity Max,398,398,398,0,398,398,398,398,1,,Surface,1,,Image 1,,122,
E,Intensity Max,288,288,288,0,288,288,288,288,1,,Surface,1,,Image 1,,123,
E,Intensity Max,336,336,336,0,336,336,336,336,1,,Surface,1,,Image 1,,124,
E,Intensity Max,526,526,526,0,526,526,526,526,1,,Surface,1,,Image 1,,125,
E,Intensity Max,407,407,407,0,407,407,407,407,1,,Surface,1,,Image 1,,126,
E,Intensity Max,388,388,388,0,388,388,388,388,1,,Surface,1,,Image 1,,127,
E,Intensity Max,361,361,361,0,361,361,361,361,1,,Surface,1,,Image 1,,128,
E,Intensity Max,438,438,438,0,438,438,438,438,1,,Surface,1,,Image 1,,129,
E,Intensity Max,428,428,428,0,428,428,428,428,1,,Surface,1,,Image 1,,130,
E,Intensity Max,470,470,470,0,470,470,470,470,1,,Surface,1,,Image 1,,131,
E,Intensity Max,350,350,350,0,350,350,350,350,1,,Surface,1,,Image 1,,132,
E,Intensity Max,368,368,368,0,368,368,368,368,1,,Surface,1,,Image 1,,133,
E,Intensity Max,334,334,334,0,334,334,334,334,1,,Surface,1,,Image 1,,134,
E,Intensity Max,336,336,336,0,336,336,336,336,1,,Surface,1,,Image 1,,135,
E,Intensity Max,426,426,426,0,426,426,426,426,1,,Surface,1,,Image 1,,136,
E,Intensity Max,371,371,371,0,371,371,371,371,1,,Surface,1,,Image 1,,137,
E,Intensity Max,391,391,391,0,391,391,391,391,1,,Surface,1,,Image 1,,138,
E,Intensity Max,451,451,451,0,451,451,451,451,1,,Surface,1,,Image 1,,139,
E,Intensity Max,499,499,499,0,499,499,499,499,1,,Surface,1,,Image 1,,140,
E,Intensity Max,396,396,396,0,396,396,396,396,1,,Surface,1,,Image 1,,141,
E,Intensity Max,464,464,464,0,464,464,464,464,1,,Surface,1,,Image 1,,142,
E,Intensity Max,442,442,442,0,442,442,442,442,1,,Surface,1,,Image 1,,143,
E,Intensity Max,363,363,363,0,363,363,363,363,1,,Surface,1,,Image 1,,144,
E,Intensity Max,319,319,319,0,319,319,319,319,1,,Surface,1,,Image 1,,145,
E,Intensity Max,381,381,381,0,381,381,381,381,1,,Surface,1,,Image 1,,146,
E,Intensity Max,330,330,330,0,330,330,330,330,1,,Surface,1,,Image 1,,147,
E,Intensity Max,372,372,372,0,372,372,372,372,1,,Surface,1,,Image 1,,148,
E,Intensity Max,441,441,441,0,441,441,441,441,1,,Surface,1,,Image 1,,149,
E,Intensity Max,395,395,395,0,395,395,395,395,1,,Surface,1,,Image 1,,150,
,,,,,,,,,,,,,,,,,,
P3,Intensity Max,210,210,210,0,210,210,210,210,1,,Surface,1,,Image 1,,58,
P3,Intensity Max,227,227,227,0,227,227,227,227,1,,Surface,1,,Image 1,,59,
P3,Intensity Max,211,211,211,0,211,211,211,211,1,,Surface,1,,Image 1,,60,
P3,Intensity Max,257,257,257,0,257,257,257,257,1,,Surface,1,,Image 1,,61,
P3,Intensity Max,323,323,323,0,323,323,323,323,1,,Surface,1,,Image 1,,62,
P3,Intensity Max,312,312,312,0,312,312,312,312,1,,Surface,1,,Image 1,,63,
P3,Intensity Max,217,217,217,0,217,217,217,217,1,,Surface,1,,Image 1,,64,
P3,Intensity Max,204,204,204,0,204,204,204,204,1,,Surface,1,,Image 1,,65,
P3,Intensity Max,204,204,204,0,204,204,204,204,1,,Surface,1,,Image 1,,66,
P3,Intensity Max,221,221,221,0,221,221,221,221,1,,Surface,1,,Image 1,,67,
P3,Intensity Max,214,214,214,0,214,214,214,214,1,,Surface,1,,Image 1,,68,
P3,Intensity Max,185,185,185,0,185,185,185,185,1,,Surface,1,,Image 1,,69,
P3,Intensity Max,224,224,224,0,224,224,224,224,1,,Surface,1,,Image 1,,70,
P3,Intensity Max,200,200,200,0,200,200,200,200,1,,Surface,1,,Image 1,,71,
P3,Intensity Max,252,252,252,0,252,252,252,252,1,,Surface,1,,Image 1,,72,
P3,Intensity Max,233,233,233,0,233,233,233,233,1,,Surface,1,,Image 1,,73,
P3,Intensity Max,233,233,233,0,233,233,233,233,1,,Surface,1,,Image 1,,74,
P3,Intensity Max,235,235,235,0,235,235,235,235,1,,Surface,1,,Image 1,,75,
P3,Intensity Max,303,303,303,0,303,303,303,303,1,,Surface,1,,Image 1,,76,
P3,Intensity Max,258,258,258,0,258,258,258,258,1,,Surface,1,,Image 1,,77,
P3,Intensity Max,283,283,283,0,283,283,283,283,1,,Surface,1,,Image 1,,78,
P3,Intensity Max,284,284,284,0,284,284,284,284,1,,Surface,1,,Image 1,,79,
P3,Intensity Max,261,261,261,0,261,261,261,261,1,,Surface,1,,Image 1,,80,
P3,Intensity Max,345,345,345,0,345,345,345,345,1,,Surface,1,,Image 1,,81,
P3,Intensity Max,276,276,276,0,276,276,276,276,1,,Surface,1,,Image 1,,82,
P3,Intensity Max,343,343,343,0,343,343,343,343,1,,Surface,1,,Image 1,,83,
P3,Intensity Max,361,361,361,0,361,361,361,361,1,,Surface,1,,Image 1,,84,
P3,Intensity Max,370,370,370,0,370,370,370,370,1,,Surface,1,,Image 1,,85,
P3,Intensity Max,391,391,391,0,391,391,391,391,1,,Surface,1,,Image 1,,86,
P3,Intensity Max,383,383,383,0,383,383,383,383,1,,Surface,1,,Image 1,,87,
P3,Intensity Max,367,367,367,0,367,367,367,367,1,,Surface,1,,Image 1,,88,
P3,Intensity Max,371,371,371,0,371,371,371,371,1,,Surface,1,,Image 1,,89,
P3,Intensity Max,458,458,458,0,458,458,458,458,1,,Surface,1,,Image 1,,90,
P3,Intensity Max,299,299,299,0,299,299,299,299,1,,Surface,1,,Image 1,,91,
P3,Intensity Max,461,461,461,0,461,461,461,461,1,,Surface,1,,Image 1,,92,
P3,Intensity Max,370,370,370,0,370,370,370,370,1,,Surface,1,,Image 1,,93,
P3,Intensity Max,331,331,331,0,331,331,331,331,1,,Surface,1,,Image 1,,94,
P3,Intensity Max,390,390,390,0,390,390,390,390,1,,Surface,1,,Image 1,,95,
P3,Intensity Max,254,254,254,0,254,254,254,254,1,,Surface,1,,Image 1,,96,
P3,Intensity Max,275,275,275,0,275,275,275,275,1,,Surface,1,,Image 1,,97,
P3,Intensity Max,390,390,390,0,390,390,390,390,1,,Surface,1,,Image 1,,98,
P3,Intensity Max,273,273,273,0,273,273,273,273,1,,Surface,1,,Image 1,,99,
P3,Intensity Max,271,271,271,0,271,271,271,271,1,,Surface,1,,Image 1,,100,
P3,Intensity Max,219,219,219,0,219,219,219,219,1,,Surface,1,,Image 1,,101,
P3,Intensity Max,264,264,264,0,264,264,264,264,1,,Surface,1,,Image 1,,102,
P3,Intensity Max,221,221,221,0,221,221,221,221,1,,Surface,1,,Image 1,,103,
P3,Intensity Max,287,287,287,0,287,287,287,287,1,,Surface,1,,Image 1,,104,
P3,Intensity Max,210,210,210,0,210,210,210,210,1,,Surface,1,,Image 1,,105,
P3,Intensity Max,240,240,240,0,240,240,240,240,1,,Surface,1,,Image 1,,106,
P3,Intensity Max,226,226,226,0,226,226,226,226,1,,Surface,1,,Image 1,,107,
P3,Intensity Max,280,280,280,0,280,280,280,280,1,,Surface,1,,Image 1,,108,
P3,Intensity Max,338,338,338,0,338,338,338,338,1,,Surface,1,,Image 1,,109,
P3,Intensity Max,340,340,340,0,340,340,340,340,1,,Surface,1,,Image 1,,110,
P3,Intensity Max,299,299,299,0,299,299,299,299,1,,Surface,1,,Image 1,,111,
P3,Intensity Max,216,216,216,0,216,216,216,216,1,,Surface,1,,Image 1,,112,
