Variable,Min,Max,Mean,StdDev,Median,Percentile 25%,Percentile 75%,Sum,Count,Unit,Category,Channel,Class,Collection,Image,Surfaces,Time
Intensity Min,72,80,76,4,76,74.004,78.004,152,2,,Surface,2,,,Image 1,,4
Intensity Min,71,78,74.5,3.5,74.5,72.752,76.252,149,2,,Surface,1,,,Image 1,,5
Intensity Min,66,69,67.5,1.5,67.5,66.751,68.251,135,2,,Surface,2,,,Image 1,,5
Intensity Min,68,76,72,4,72,70.004,74.004,144,2,,Surface,1,,,Image 1,,6
Intensity Min,64,71,67.5,3.5,67.5,65.752,69.252,135,2,,Surface,2,,,Image 1,,6
Intensity Min,65,69,67,2,67,66.002,68.002,134,2,,Surface,1,,,Image 1,,7
Intensity Min,56,58,57,1,57,56.501,57.501,114,2,,Surface,2,,,Image 1,,7
Intensity Min,70,72,71,1,71,70.501,71.501,142,2,,Surface,1,,,Image 1,,8
Intensity Min,66,68,67,1,67,66.501,67.501,134,2,,Surface,2,,,Image 1,,8
Intensity Min,73,76,74.5,1.5,74.5,73.751,75.251,149,2,,Surface,1,,,Image 1,,9
Intensity Min,71,72,71.5,0.5,71.5,71.25,71.75,143,2,,Surface,2,,,Image 1,,9
Intensity Min,73,78,75.5,2.5,75.5,74.252,76.752,151,2,,Surface,1,,,Image 1,,10
Intensity Min,69,72,70.5,1.5,70.5,69.751,71.251,141,2,,Surface,2,,,Image 1,,10
Intensity Min,75,75,75,0,75,75,75,150,2,,Surface,1,,,Image 1,,11
Intensity Min,60,72,66,6,66,63.004,69.004,132,2,,Surface,2,,,Image 1,,11
Intensity Min,72,72,72,0,72,72,72,72,1,,Surface,1,,,Image 1,,12
Intensity Min,54,54,54,0,54,54,54,54,1,,Surface,2,,,Image 1,,12
Intensity Min,77,77,77,0,77,77,77,77,1,,Surface,1,,,Image 1,,13
Intensity Min,67,67,67,0,67,67,67,67,1,,Surface,2,,,Image 1,,13
Intensity Min,79,82,80.5,1.5,80.5,79.751,81.251,161,2,,Surface,1,,,Image 1,,15
Intensity Min,76,84,80,4,80,78.004,82.004,160,2,,Surface,2,,,Image 1,,15
Intensity Min,78,82,80,2,80,79.002,81.002,160,2,,Surface,1,,,Image 1,,16
Intensity Min,76,79,77.5,1.5,77.5,76.751,78.251,155,2,,Surface,2,,,Image 1,,16
Intensity Min,75,83,80.5,3.279,82,79.504,83,322,4,,Surface,1,,,Image 1,,17
Intensity Min,78,79,78.5,0.5,78.5,78,79,314,4,,Surface,2,,,Image 1,,17
Intensity Min,76,81,78.25,1.92,78,76.752,79.502,313,4,,Surface,1,,,Image 1,,18
Intensity Min,73,77,75,1.581,75,73.752,76.252,300,4,,Surface,2,,,Image 1,,18
Intensity Min,74,78,76.75,1.639,77.5,76.252,78,307,4,,Surface,1,,,Image 1,,19
Intensity Min,67,79,71.5,4.717,70,67.754,73.754,286,4,,Surface,2,,,Image 1,,19
Intensity Min,77,82,80.25,2.046,81,79.252,82,321,4,,Surface,1,,,Image 1,,20
Intensity Min,67,77,71.25,3.631,70.5,69.254,72.504,285,4,,Surface,2,,,Image 1,,20
Intensity Min,74,80,77.25,2.165,77.5,76.252,78.502,309,4,,Surface,1,,,Image 1,,21
Intensity Min,63,75,70.5,4.975,72,67.504,75,282,4,,Surface,2,,,Image 1,,21
Intensity Min,76,80,77.75,1.785,77.5,76.002,79.252,311,4,,Surface,1,,,Image 1,,22
Intensity Min,68,79,72.25,4.146,71,69.504,73.754,289,4,,Surface,2,,,Image 1,,22
Intensity Min,76,81,79.5,2.062,80.5,79.002,81,318,4,,Surface,1,,,Image 1,,23
Intensity Min,71,76,73.5,1.803,73.5,72.502,74.502,294,4,,Surface,2,,,Image 1,,23
Intensity Min,77,82,79.25,1.92,79,77.752,80.502,317,4,,Surface,1,,,Image 1,,24
Intensity Min,73,78,75.5,2.062,75.5,73.752,77.252,302,4,,Surface,2,,,Image 1,,24
Intensity Min,72,82,76.75,3.562,76.5,75.004,78.254,307,4,,Surface,1,,,Image 1,,25
Intensity Min,68,73,69.25,2.165,68,68.002,69.252,277,4,,Surface,2,,,Image 1,,25
Intensity Min,80,81,80.5,0.5,80.5,80.25,80.75,161,2,,Surface,1,,,Image 1,,26
Intensity Min,64,74,69,5,69,66.504,71.504,138,2,,Surface,2,,,Image 1,,26
Intensity Min,78,79,78.5,0.5,78.5,78.25,78.75,157,2,,Surface,1,,,Image 1,,27
Intensity Min,72,74,73,1,73,72.501,73.501,146,2,,Surface,2,,,Image 1,,27
Intensity Min,72,74,73,1,73,72.501,73.501,146,2,,Surface,1,,,Image 1,,28
Intensity Min,62,75,68.5,6.5,68.5,65.254,71.754,137,2,,Surface,2,,,Image 1,,28
Intensity Min,75,81,78.25,2.385,78.5,76.502,80.252,313,4,,Surface,1,,,Image 1,,29
Intensity Min,69,79,75,4.243,76,72.004,79,300,4,,Surface,2,,,Image 1,,29
Intensity Min,76,82,78.333,2.625,77,76.502,79.502,235,3,,Surface,1,,,Image 1,,30
Intensity Min,72,79,76,2.944,77,74.502,78.002,228,3,,Surface,2,,,Image 1,,30
Intensity Min,74,80,77.75,2.278,78.5,77.002,79.252,311,4,,Surface,1,,,Image 1,,31
Intensity Min,70,80,74.25,3.631,73.5,72.254,75.504,297,4,,Surface,2,,,Image 1,,31
Intensity Min,74,81,77.75,2.586,78,76.252,79.502,311,4,,Surface,1,,,Image 1,,32
Intensity Min,57,73,66.75,6.722,68.5,62.258,73,267,4,,Surface,2,,,Image 1,,32
Intensity Min,76,87,80.5,4.387,79.5,76.754,83.254,322,4,,Surface,1,,,Image 1,,33
Intensity Min,51,84,68.25,11.882,69,62.266,75.016,273,4,,Surface,2,,,Image 1,,33
Intensity Min,73,84,79.4,4.03,80,77.004,83.004,397,5,,Surface,1,,,Image 1,,34
Intensity Min,57,78,66.8,9.064,64,58.008,77.008,334,5,,Surface,2,,,Image 1,,34
Intensity Min,78,81,79.25,1.09,79,78.751,79.501,317,4,,Surface,1,,,Image 1,,35
Intensity Min,25,77,49.5,24.13,48,25.766,71.766,198,4,,Surface,2,,,Image 1,,35
Intensity Min,76,80,78.5,1.658,79,77.502,80,314,4,,Surface,1,,,Image 1,,36
Intensity Min,20,71,49,21.036,52.5,33.516,68.016,196,4,,Surface,2,,,Image 1,,36
Intensity Min,76,85,81,3,81,79.504,83.254,486,6,,Surface,1,,,Image 1,,37
Intensity Min,0,82,54,29.547,66.5,38.281,76.781,324,6,,Surface,2,,,Image 1,,37
Intensity Min,76,80,77.75,1.785,77.5,76.002,79.252,311,4,,Surface,1,,,Image 1,,38
Intensity Min,0,73,43.5,30.761,50.5,21.781,72.281,174,4,,Surface,2,,,Image 1,,38
Intensity Min,76,87,81.429,3.417,81,79.504,83.504,570,7,,Surface,1,,,Image 1,,39
Intensity Min,0,81,60.286,28.273,73,54.031,80.031,422,7,,Surface,2,,,Image 1,,39
Intensity Min,74,84,79.4,3.262,79,79.004,81.004,397,5,,Surface,1,,,Image 1,,40
Intensity Min,37,77,53.2,13.333,51,46.016,55.016,266,5,,Surface,2,,,Image 1,,40
Intensity Min,76,78,77,0.894,77,76.001,78,385,5,,Surface,1,,,Image 1,,41
Intensity Min,28,72,52.4,17.58,57,36.016,69.016,262,5,,Surface,2,,,Image 1,,41
Intensity Min,73,79,77.25,2.487,78.5,76.752,79,309,4,,Surface,1,,,Image 1,,42
Intensity Min,39,75,62.5,13.937,68,59.266,71.266,250,4,,Surface,2,,,Image 1,,42
Intensity Min,77,82,78.8,1.72,78,78.002,79.002,394,5,,Surface,1,,,Image 1,,43
Intensity Min,25,76,59.4,18.238,66,58.016,72.016,297,5,,Surface,2,,,Image 1,,43
Intensity Min,74,83,78.333,3.3,77.5,76.004,81.254,470,6,,Surface,1,,,Image 1,,44
Intensity Min,1,72,45.833,28.504,60,22.781,68.781,275,6,,Surface,2,,,Image 1,,44
Intensity Min,75,83,79,2.828,79,77.004,81.004,395,5,,Surface,1,,,Image 1,,45
Intensity Min,23,79,59.2,19.312,64,59.016,71.016,296,5,,Surface,2,,,Image 1,,45
Intensity Min,74,80,78.167,2.115,79,77.502,79.752,469,6,,Surface,1,,,Image 1,,46
Intensity Min,0,75,49.5,29.882,66.5,28.281,71.781,297,6,,Surface,2,,,Image 1,,46
Intensity Min,74,82,78.667,3.399,80,77.004,81.004,236,3,,Surface,1,,,Image 1,,47
Intensity Min,32,75,54.333,17.594,56,44.016,65.516,163,3,,Surface,2,,,Image 1,,47
Intensity Min,79,81,79.5,0.866,79,79.001,79.501,318,4,,Surface,1,,,Image 1,,48
Intensity Min,5,72,37,24.321,35.5,22.281,50.281,148,4,,Surface,2,,,Image 1,,48
Intensity Min,76,82,79,2.449,79,77.502,80.502,237,3,,Surface,1,,,Image 1,,49
Intensity Min,35,76,57.667,17.016,62,48.516,69.016,173,3,,Surface,2,,,Image 1,,49
Intensity Min,77,81,79.5,1.5,80,79.252,80.252,318,4,,Surface,1,,,Image 1,,50
Intensity Min,33,75,52.75,15.594,51.5,42.016,62.266,211,4,,Surface,2,,,Image 1,,50
Intensity Min,79,82,80.25,1.299,80,79.001,81.251,321,4,,Surface,1,,,Image 1,,51
Intensity Min,20,75,44.5,19.755,41.5,34.266,51.766,178,4,,Surface,2,,,Image 1,,51
Intensity Min,74,83,79,3.391,79.5,77.004,81.504,316,4,,Surface,1,,,Image 1,,52
Intensity Min,12,71,48.75,23.92,56,35.266,69.516,195,4,,Surface,2,,,Image 1,,52
Intensity Min,76,84,81.143,2.997,82,79.004,84,568,7,,Surface,1,,,Image 1,,53
Intensity Min,16,89,64.143,26.167,76,53.031,81.031,449,7,,Surface,2,,,Image 1,,53
Intensity Min,78,83,79.714,1.578,80,78.502,80.002,558,7,,Surface,1,,,Image 1,,54
Intensity Min,0,82,63.429,27.411,74,63.031,81.031,444,7,,Surface,2,,,Image 1,,54
Intensity Min,75,84,80.333,3.055,81,78.004,83.004,723,9,,Surface,1,,,Image 1,,55
Intensity Min,9,81,63.222,22.675,74,60.031,77.031,569,9,,Surface,2,,,Image 1,,55
Intensity Min,73,82,79.25,3.419,81.5,76.004,82,634,8,,Surface,1,,,Image 1,,56
Intensity Min,53,83,69.125,9.61,69.5,63.258,77.258,553,8,,Surface,2,,,Image 1,,56
Intensity Min,75,85,80.222,2.657,81,80.004,81.004,722,9,,Surface,1,,,Image 1,,57
Intensity Min,0,78,56,23.944,65,47.031,73.031,504,9,,Surface,2,,,Image 1,,57
Intensity Min,78,83,81.111,2.079,82,79.002,83,730,9,,Surface,1,,,Image 1,,58
Intensity Min,0,76,60.556,22.475,68,64.031,74.031,545,9,,Surface,2,,,Image 1,,58
Intensity Min,74,84,79.556,3.5,80,77.004,83.004,716,9,,Surface,1,,,Image 1,,59
Intensity Min,3,76,60.111,22.308,70,56.031,75.031,541,9,,Surface,2,,,Image 1,,59
Intensity Min,74,84,79.889,2.807,80,79.004,82.004,719,9,,Surface,1,,,Image 1,,60
Intensity Min,0,74,53.667,23.889,70,38.031,71.031,483,9,,Surface,2,,,Image 1,,60
Intensity Min,77,85,80.375,2.69,81,77.754,82.004,643,8,,Surface,1,,,Image 1,,61
Intensity Min,0,78,53.5,26.129,65.5,39.031,73.781,428,8,,Surface,2,,,Image 1,,61
Intensity Min,71,81,77.5,3.428,79.5,74.754,80.004,620,8,,Surface,1,,,Image 1,,62
Intensity Min,0,76,48.125,24.731,53,33.781,71.031,385,8,,Surface,2,,,Image 1,,62
Intensity Min,76,85,79.5,2.872,78.5,77.754,80.754,636,8,,Surface,1,,,Image 1,,63
Intensity Min,0,80,55.75,26.252,66,39.781,76.781,446,8,,Surface,2,,,Image 1,,63
Intensity Min,77,83,79.625,1.728,79.5,78.752,80.252,637,8,,Surface,1,,,Image 1,,64
Intensity Min,0,80,53.375,27.906,67,31.281,76.531,427,8,,Surface,2,,,Image 1,,64
Intensity Min,73,83,78.75,2.861,78,78.004,80.504,630,8,,Surface,1,,,Image 1,,65
Intensity Min,0,78,47.5,30.05,56.5,20.031,76.281,380,8,,Surface,2,,,Image 1,,65
Intensity Min,75,85,79,2.976,79,77.504,79.504,553,7,,Surface,1,,,Image 1,,66
Intensity Min,2,78,40.714,26.895,30,22.031,65.531,285,7,,Surface,2,,,Image 1,,66
Intensity Min,73,82,79.333,2.981,80.5,79.254,81.004,476,6,,Surface,1,,,Image 1,,67
Intensity Min,0,73,33.667,25.263,26.5,17.531,52.781,202,6,,Surface,2,,,Image 1,,67
Intensity Min,76,83,80.167,2.672,80.5,78.252,82.752,481,6,,Surface,1,,,Image 1,,68
Intensity Min,20,76,42.5,20.871,41.5,22.766,55.016,255,6,,Surface,2,,,Image 1,,68
Intensity Min,74,83,79.667,2.925,80,79.004,81.754,478,6,,Surface,1,,,Image 1,,69
Intensity Min,0,61,37.5,20.742,38.5,29.516,55.016,225,6,,Surface,2,,,Image 1,,69
Intensity Min,77,83,79.667,1.886,80,78.502,80.002,478,6,,Surface,1,,,Image 1,,70
Intensity Min,0,74,38.333,22.794,40,27.781,49.281,230,6,,Surface,2,,,Image 1,,70
Intensity Min,77,82,79,1.826,79,77.252,80.002,474,6,,Surface,1,,,Image 1,,71
Intensity Min,0,77,32.167,24.169,25,20.531,41.531,193,6,,Surface,2,,,Image 1,,71
Intensity Min,76,83,79.167,2.544,78.5,77.252,81.252,475,6,,Surface,1,,,Image 1,,72
Intensity Min,0,75,37.167,24.627,39,20.281,51.781,223,6,,Surface,2,,,Image 1,,72
Intensity Min,78,81,79.333,0.943,79,79.001,79.751,476,6,,Surface,1,,,Image 1,,73
Intensity Min,0,77,30.333,26.304,26.5,9.031,43.281,182,6,,Surface,2,,,Image 1,,73
Intensity Min,77,83,80.125,1.763,80,79.002,81.252,641,8,,Surface,1,,,Image 1,,74
Intensity Min,10,88,51,28.618,46,26.781,81.781,408,8,,Surface,2,,,Image 1,,74
Intensity Min,78,82,80.375,1.317,80.5,79.752,81.252,643,8,,Surface,1,,,Image 1,,75
Intensity Min,12,84,47.875,28.304,43,25.531,79.281,383,8,,Surface,2,,,Image 1,,75
Intensity Min,78,83,80.25,1.392,80,79.752,81.002,642,8,,Surface,1,,,Image 1,,76
Intensity Min,19,83,51.75,24.077,49,32.031,75.031,414,8,,Surface,2,,,Image 1,,76
Intensity Min,74,86,80,3.847,79.5,78.254,82.254,800,10,,Surface,1,,,Image 1,,77
Intensity Min,10,84,56.7,25.55,61.5,37.281,81.281,567,10,,Surface,2,,,Image 1,,77
Intensity Min,78,85,80.889,2.131,82,79.002,82.002,728,9,,Surface,1,,,Image 1,,78
Intensity Min,25,82,60.333,19.692,71,40.016,76.016,543,9,,Surface,2,,,Image 1,,78
Intensity Min,79,83,80.7,1.187,80,80.002,81.752,807,10,,Surface,1,,,Image 1,,79
Intensity Min,24,83,59.1,22.02,65.5,36.766,80.016,591,10,,Surface,2,,,Image 1,,79
Intensity Min,75,83,79.889,2.131,80,79.004,81.004,719,9,,Surface,1,,,Image 1,,80
Intensity Min,27,85,55.778,20.043,50,42.016,73.016,502,9,,Surface,2,,,Image 1,,80
Intensity Min,76,83,80.9,2.071,82,81.002,82.002,809,10,,Surface,1,,,Image 1,,81
Intensity Min,16,82,58.1,21.714,63,39.781,77.781,581,10,,Surface,2,,,Image 1,,81
Intensity Min,78,83,81,1.764,81,81.002,82.002,729,9,,Surface,1,,,Image 1,,82
Intensity Min,22,86,60,22.686,65,46.031,79.031,540,9,,Surface,2,,,Image 1,,82
Intensity Min,77,85,81.2,2.358,81,80.254,82.754,812,10,,Surface,1,,,Image 1,,83
Intensity Min,15,86,61,22.512,71,47.531,76.031,610,10,,Surface,2,,,Image 1,,83
Intensity Min,70,82,76.8,4.331,78.5,73.004,80.004,768,10,,Surface,1,,,Image 1,,84
Intensity Min,19,83,60.1,20.652,68,49.031,75.281,601,10,,Surface,2,,,Image 1,,84
Intensity Min,79,84,81.6,1.625,81.5,80.252,82.752,816,10,,Surface,1,,,Image 1,,85
Intensity Min,13,84,61.3,24.629,75,47.531,80.781,613,10,,Surface,2,,,Image 1,,85
Intensity Min,71,84,79.8,3.709,80.5,77.754,82.754,798,10,,Surface,1,,,Image 1,,86
Intensity Min,8,81,59,24.71,74,38.781,78.531,590,10,,Surface,2,,,Image 1,,86
Intensity Min,78,85,82.545,1.725,83,82.502,83.002,908,11,,Surface,1,,,Image 1,,87
Intensity Min,4,83,60.455,27.467,74,50.031,80.031,665,11,,Surface,2,,,Image 1,,87
Intensity Min,78,83,81.2,1.72,82,81.002,82.002,812,10,,Surface,1,,,Image 1,,88
Intensity Min,12,82,59.9,23.969,73,47.281,78.031,599,10,,Surface,2,,,Image 1,,88
Intensity Min,77,84,81,2.145,80.5,80.002,82.752,810,10,,Surface,1,,,Image 1,,89
Intensity Min,11,79,56.9,24.785,73,38.531,76.781,569,10,,Surface,2,,,Image 1,,89
Intensity Min,74,84,80.3,2.648,81,79.254,82.004,803,10,,Surface,1,,,Image 1,,90
Intensity Min,0,78,54.6,25.382,69,37.781,74.781,546,10,,Surface,2,,,Image 1,,90
Intensity Min,77,83,80.7,1.735,81,80.002,81.752,807,10,,Surface,1,,,Image 1,,91
Intensity Min,18,79,59.7,19.448,67.5,45.266,74.016,597,10,,Surface,2,,,Image 1,,91
Intensity Min,77,85,79.7,2.147,79,78.254,80.754,797,10,,Surface,1,,,Image 1,,92
Intensity Min,11,82,61.1,23.197,72.5,53.531,76.781,611,10,,Surface,2,,,Image 1,,92
Intensity Min,78,85,81.2,1.939,81.5,80.002,82.002,812,10,,Surface,1,,,Image 1,,93
Intensity Min,9,76,58.5,21.574,71,47.531,74.531,585,10,,Surface,2,,,Image 1,,93
Intensity Min,78,83,81.6,1.8,82.5,80.502,83,816,10,,Surface,1,,,Image 1,,94
Intensity Min,29,77,61.9,14.909,68.5,54.016,72.016,619,10,,Surface,2,,,Image 1,,94
Intensity Min,78,84,80.6,1.744,80.5,80.002,81.752,806,10,,Surface,1,,,Image 1,,95
Intensity Min,17,78,57.7,21.076,66.5,47.766,74.016,577,10,,Surface,2,,,Image 1,,95
Intensity Min,78,85,80.9,2.022,80.5,79.252,82.002,809,10,,Surface,1,,,Image 1,,96
Intensity Min,21,77,60.3,19.396,70,45.266,76.266,603,10,,Surface,2,,,Image 1,,96
Intensity Min,79,82,80.4,1.02,80,80.001,81.001,804,10,,Surface,1,,,Image 1,,97
Intensity Min,30,79,62.4,15.467,67.5,52.516,75.516,624,10,,Surface,2,,,Image 1,,97
Intensity Min,76,84,80.7,2.759,81,78.504,83.004,807,10,,Surface,1,,,Image 1,,98
Intensity Min,15,83,59.1,24.027,72.5,39.031,74.031,591,10,,Surface,2,,,Image 1,,98
Intensity Min,77,84,80,2.49,80.5,77.252,81.752,800,10,,Surface,1,,,Image 1,,99
Intensity Min,7,81,58.1,26.399,73,39.781,77.531,581,10,,Surface,2,,,Image 1,,99
Intensity Min,77,84,80.9,1.972,81,80.002,82.002,809,10,,Surface,1,,,Image 1,,100
Intensity Min,3,78,60.9,22.115,71,52.031,75.781,609,10,,Surface,2,,,Image 1,,100
Intensity Min,75,84,78.9,2.587,79,77.504,80.004,789,10,,Surface,1,,,Image 1,,101
Intensity Min,23,80,60.9,16.453,66,52.016,70.766,609,10,,Surface,2,,,Image 1,,101
Intensity Min,76,84,79.5,2.247,79,78.254,80.754,795,10,,Surface,1,,,Image 1,,102
Intensity Min,21,83,59.6,19.719,64.5,50.766,74.266,596,10,,Surface,2,,,Image 1,,102
Intensity Min,76,84,79.1,2.625,79,77.004,80.004,791,10,,Surface,1,,,Image 1,,103
Intensity Min,29,77,59.6,17.54,66,43.266,74.766,596,10,,Surface,2,,,Image 1,,103
Intensity Min,74,86,80.6,3.747,81.5,77.504,83.754,806,10,,Surface,1,,,Image 1,,104
Intensity Min,12,76,53.5,20.091,59,38.281,72.281,535,10,,Surface,2,,,Image 1,,104
Intensity Min,76,85,79.9,2.914,80.5,77.254,81.754,799,10,,Surface,1,,,Image 1,,105
Intensity Min,25,79,62.4,19.164,72,49.766,76.516,624,10,,Surface,2,,,Image 1,,105
Intensity Min,74,84,80.4,3.441,82,77.254,83.004,804,10,,Surface,1,,,Image 1,,106
Intensity Min,29,79,65,15.64,71.5,55.016,76.266,650,10,,Surface,2,,,Image 1,,106
Intensity Min,75,85,79.7,2.759,80,78.254,81.004,797,10,,Surface,1,,,Image 1,,107
Intensity Min,37,80,63.2,13.022,67.5,55.016,72.016,632,10,,Surface,2,,,Image 1,,107
Intensity Min,76,83,79.444,2.455,80,77.002,81.002,715,9,,Surface,1,,,Image 1,,108
Intensity Min,27,78,60.333,16.707,67,57.016,73.016,543,9,,Surface,2,,,Image 1,,108
Intensity Min,74,84,78.8,2.713,78.5,77.254,80.754,788,10,,Surface,1,,,Image 1,,109
Intensity Min,30,79,61.9,15.398,66.5,52.016,74.766,619,10,,Surface,2,,,Image 1,,109
Intensity Min,77,82,79.556,1.771,80,78.002,81.002,716,9,,Surface,1,,,Image 1,,110
Intensity Min,25,79,56,19.877,64,44.016,75.016,504,9,,Surface,2,,,Image 1,,110
Intensity Min,74,84,79.9,3.78,81,76.754,83.004,799,10,,Surface,1,,,Image 1,,111
Intensity Min,26,82,63.8,18.654,71.5,54.266,75.766,638,10,,Surface,2,,,Image 1,,111
Intensity Min,77,84,80.667,2.16,81,79.002,82.002,726,9,,Surface,1,,,Image 1,,112
Intensity Min,28,79,61.556,16.029,68,52.016,75.016,554,9,,Surface,2,,,Image 1,,112
Intensity Min,75,83,79.556,2.266,80,78.004,81.004,716,9,,Surface,1,,,Image 1,,113
Intensity Min,26,84,63,19.883,74,43.016,76.016,567,9,,Surface,2,,,Image 1,,113
Intensity Min,0,84,72.8,24.33,80,79.281,82.031,728,10,,Surface,1,,,Image 1,,114
Intensity Min,29,82,61.9,16.337,69,49.766,72.766,619,10,,Surface,2,,,Image 1,,114
Intensity Min,76,84,80.8,2.315,81,79.254,82.754,808,10,,Surface,1,,,Image 1,,115
Intensity Min,36,80,62.7,15.153,66,50.266,77.266,627,10,,Surface,2,,,Image 1,,115
Intensity Min,76,83,79.8,2.04,80,79.002,81.002,798,10,,Surface,1,,,Image 1,,116
Intensity Min,30,81,63.2,16.011,69,57.266,74.016,632,10,,Surface,2,,,Image 1,,116
Intensity Min,78,84,81.25,2.046,81.5,79.752,82.502,650,8,,Surface,1,,,Image 1,,117
Intensity Min,26,77,59.625,17.585,66,51.016,73.516,477,8,,Surface,2,,,Image 1,,117
Intensity Min,76,81,79,1.897,79.5,77.502,80.752,790,10,,Surface,1,,,Image 1,,118
Intensity Min,40,84,65.6,14.151,71,58.516,75.266,656,10,,Surface,2,,,Image 1,,118
Intensity Min,75,83,79.6,2.417,80,79.004,81.504,796,10,,Surface,1,,,Image 1,,119
Intensity Min,42,85,67.1,12.526,69.5,58.266,76.766,671,10,,Surface,2,,,Image 1,,119
Intensity Min,71,86,78.9,3.961,78,77.004,80.754,789,10,,Surface,1,,,Image 1,,120
Intensity Min,41,83,66.4,12.839,72.5,56.766,75.766,664,10,,Surface,2,,,Image 1,,120
Intensity Min,74,84,79.556,3.337,80,76.004,82.004,716,9,,Surface,1,,,Image 1,,121
Intensity Min,22,76,58.444,17.417,64,53.016,71.016,526,9,,Surface,2,,,Image 1,,121
Intensity Min,74,82,77.444,2.629,77,75.004,79.004,697,9,,Surface,1,,,Image 1,,122
Intensity Min,33,76,61,13.191,65,53.016,69.016,549,9,,Surface,2,,,Image 1,,122
Intensity Min,76,84,80.9,2.508,81.5,79.254,82.754,809,10,,Surface,1,,,Image 1,,123
Intensity Min,44,82,66.6,12.419,69,62.266,74.016,666,10,,Surface,2,,,Image 1,,123
Intensity Min,79,84,81.222,1.618,81,80.002,82.002,731,9,,Surface,1,,,Image 1,,124
Intensity Min,30,76,60,15.18,68,46.016,71.016,540,9,,Surface,2,,,Image 1,,124
Intensity Min,76,85,80.889,2.558,81,79.004,83.004,728,9,,Surface,1,,,Image 1,,125
Intensity Min,44,82,64,13.317,66,52.016,77.016,576,9,,Surface,2,,,Image 1,,125
Intensity Min,78,82,79.667,1.155,79,79.002,80.002,717,9,,Surface,1,,,Image 1,,126
Intensity Min,40,78,63.333,13.174,70,51.016,73.016,570,9,,Surface,2,,,Image 1,,126
Intensity Min,78,85,80.222,2.043,80,79.002,80.002,722,9,,Surface,1,,,Image 1,,127
Intensity Min,34,73,61.444,11.917,65,57.016,71.016,553,9,,Surface,2,,,Image 1,,127
Intensity Min,74,83,78.889,2.767,79,77.004,81.004,710,9,,Surface,1,,,Image 1,,128
Intensity Min,46,74,63.444,10.254,65,55.008,73.008,571,9,,Surface,2,,,Image 1,,128
Intensity Min,75,84,80.444,2.499,81,80.004,82.004,724,9,,Surface,1,,,Image 1,,129
Intensity Min,44,78,64.222,11.312,61,56.016,76.016,578,9,,Surface,2,,,Image 1,,129
Intensity Min,77,82,79.444,1.641,79,78.002,80.002,715,9,,Surface,1,,,Image 1,,130
Intensity Min,48,80,67,12.175,75,58.016,77.016,603,9,,Surface,2,,,Image 1,,130
Intensity Min,76,84,79.125,2.848,78.5,76.754,80.754,633,8,,Surface,1,,,Image 1,,131
Intensity Min,42,76,60.625,11.499,61,52.016,70.266,485,8,,Surface,2,,,Image 1,,131
Intensity Min,76,85,79.444,2.543,79,78.004,81.004,715,9,,Surface,1,,,Image 1,,132
Intensity Min,35,80,60.667,14.553,59,57.016,70.016,546,9,,Surface,2,,,Image 1,,132
Intensity Min,78,84,80.556,2.217,81,78.002,82.002,725,9,,Surface,1,,,Image 1,,133
Intensity Min,41,79,63.222,11.839,64,55.016,73.016,569,9,,Surface,2,,,Image 1,,133
Intensity Min,78,84,80.778,2.043,81,79.002,82.002,727,9,,Surface,1,,,Image 1,,134
Intensity Min,46,82,63.778,12.656,64,51.016,75.016,574,9,,Surface,2,,,Image 1,,134
Intensity Min,76,83,80,2,80.5,79.502,81.002,640,8,,Surface,1,,,Image 1,,135
Intensity Min,44,75,62.75,11.83,66,53.758,74.008,502,8,,Surface,2,,,Image 1,,135
Intensity Min,78,83,80.333,1.826,80,79.002,82.002,723,9,,Surface,1,,,Image 1,,136
Intensity Min,49,78,62.111,9.916,64,51.008,70.008,559,9,,Surface,2,,,Image 1,,136
Intensity Min,74,85,79.444,3.531,81,76.004,81.004,715,9,,Surface,1,,,Image 1,,137
Intensity Min,41,80,64.222,12.63,66,58.016,77.016,578,9,,Surface,2,,,Image 1,,137
Intensity Min,74,84,79,2.582,79,78.004,80.004,711,9,,Surface,1,,,Image 1,,138
Intensity Min,50,81,63.556,10.34,62,54.008,70.008,572,9,,Surface,2,,,Image 1,,138
Intensity Min,75,82,79.667,2.211,80,79.002,81.002,717,9,,Surface,1,,,Image 1,,139
Intensity Min,43,79,63.667,12.481,59,57.016,76.016,573,9,,Surface,2,,,Image 1,,139
Intensity Min,75,84,80.444,2.793,81,79.004,82.004,724,9,,Surface,1,,,Image 1,,140
Intensity Min,42,77,65.778,10.983,68,60.016,75.016,592,9,,Surface,2,,,Image 1,,140
Intensity Min,75,85,80.222,2.973,82,78.004,82.004,722,9,,Surface,1,,,Image 1,,141
Intensity Min,47,77,61.333,10.509,63,54.008,72.008,552,9,,Surface,2,,,Image 1,,141
Intensity Min,77,83,80.625,2.342,81,79.252,83,645,8,,Surface,1,,,Image 1,,142
Intensity Min,51,76,63.875,11.174,66,51.008,75.008,511,8,,Surface,2,,,Image 1,,142
Intensity Min,77,83,81.111,2.025,82,81.002,82.002,730,9,,Surface,1,,,Image 1,,143
Intensity Min,49,77,65.778,9.016,69,60.008,74.008,592,9,,Surface,2,,,Image 1,,143
Intensity Min,76,86,80.75,2.905,80.5,79.004,81.754,646,8,,Surface,1,,,Image 1,,144
